FIPS5,yr,population
30061,2014,4190
30061,2015,4187
30061,2016,4119
30061,2017,4245
30061,2018,4316
30063,2014,112793
30063,2015,114114
30063,2016,116352
30063,2017,117863
30063,2018,118791
30065,2014,4645
30065,2015,4630
30065,2016,4651
30065,2017,4645
30065,2018,4651
30067,2014,15925
30067,2015,16006
30067,2016,16125
30067,2017,16438
30067,2018,16736
30069,2014,488
30069,2015,474
30069,2016,492
30069,2017,511
30069,2018,513
30071,2014,4170
30071,2015,4146
30071,2016,4112
30071,2017,4118
30071,2018,4074
30073,2014,6137
30073,2015,6097
30073,2016,6032
30073,2017,5980
30073,2018,5972
30075,2014,1777
30075,2015,1768
30075,2016,1745
30075,2017,1744
30075,2018,1716
30077,2014,6883
30077,2015,6800
30077,2016,6844
30077,2017,6808
30077,2018,6968
30079,2014,1125
30079,2015,1142
30079,2016,1166
30079,2017,1112
30079,2018,1087
30081,2014,40743
30081,2015,41143
30081,2016,41904
30081,2017,42548
30081,2018,43172
30083,2014,11531
30083,2015,11904
30083,2016,11410
30083,2017,11041
30083,2018,10913
30085,2014,11285
30085,2015,11415
30085,2016,11219
30085,2017,11160
30085,2018,11059
30087,2014,9328
30087,2015,9353
30087,2016,9246
30087,2017,9259
30087,2018,9063
30089,2014,11312
30089,2015,11294
30089,2016,11461
30089,2017,11692
30089,2018,11844
30091,2014,3660
30091,2015,3671
30091,2016,3607
30091,2017,3501
30091,2018,3424
30093,2014,34758
30093,2015,34691
30093,2016,34714
30093,2017,34915
30093,2018,34993
30095,2014,9244
30095,2015,9436
30095,2016,9382
30095,2017,9452
30095,2018,9534
30097,2014,3640
30097,2015,3620
30097,2016,3614
30097,2017,3683
30097,2018,3710
30099,2014,6031
30099,2015,6068
30099,2016,6023
30099,2017,6114
30099,2018,6162
30101,2014,5117
30101,2015,5079
30101,2016,4952
30101,2017,4881
30101,2018,4853
30103,2014,689
30103,2015,684
30103,2016,680
30103,2017,676
30103,2018,679
30105,2014,7628
30105,2015,7623
30105,2016,7539
30105,2017,7433
30105,2018,7437
30107,2014,2090
30107,2015,2110
30107,2016,2127
30107,2017,2184
30107,2018,2236
30109,2014,1083
30109,2015,1071
30109,2016,1041
30109,2017,1017
30109,2018,1034
30111,2014,155275
30111,2015,156534
30111,2016,157903
30111,2017,159229
30111,2018,160137
31001,2014,31396
31001,2015,31569
31001,2016,31663
31001,2017,31774
31001,2018,31511
31003,2014,6419
31003,2015,6413
31003,2016,6343
31003,2017,6348
31003,2018,6336
31005,2014,451
31005,2015,451
31005,2016,466
31005,2017,455
31005,2018,465
31007,2014,670
31007,2015,713
31007,2016,720
31007,2017,734
31007,2018,730
31009,2014,490
31009,2015,477
31009,2016,470
31009,2017,478
31009,2018,476
31011,2014,5356
31011,2015,5311
31011,2016,5332
31011,2017,5329
31011,2018,5239
31013,2014,11299
31013,2015,11327
31013,2016,11185
31013,2017,10860
31013,2018,10772
31015,2014,2019
31015,2015,2000
31015,2016,1975
31015,2017,1962
31015,2018,1955
31017,2014,2974
31017,2015,2982
31017,2016,2980
31017,2017,3007
31017,2018,2973
31019,2014,48205
31019,2015,48615
31019,2016,49215
31019,2017,49502
31019,2018,49615
31021,2014,6543
31021,2015,6535
31021,2016,6535
31021,2017,6537
31021,2018,6488
31023,2014,8178
31023,2015,8056
31023,2016,7996
31023,2017,8040
31023,2018,8058
31025,2014,25404
31025,2015,25413
31025,2016,25630
31025,2017,25904
31025,2018,26159
31027,2014,8541
31027,2015,8515
31027,2016,8597
31027,2017,8515
31027,2018,8446
31029,2014,3979
31029,2015,3961
31029,2016,3913
31029,2017,3944
31029,2018,3977
31031,2014,5741
31031,2015,5818
31031,2016,5825
31031,2017,5807
31031,2018,5761
31033,2014,10112
31033,2015,10136
31033,2016,10044
31033,2017,9657
31033,2018,9310
31035,2014,6314
31035,2015,6292
31035,2016,6137
31035,2017,6204
31035,2018,6214
31037,2014,10666
31037,2015,10734
31037,2016,10746
31037,2017,10775
31037,2018,10881
31039,2014,9018
31039,2015,9077
31039,2016,8956
31039,2017,8964
31039,2018,8940
31041,2014,10773
31041,2015,10830
31041,2016,10827
31041,2017,10880
31041,2018,10840
31043,2014,20565
31043,2015,20566
31043,2016,20302
31043,2017,20068
31043,2018,20083
31045,2014,9018
31045,2015,8954
31045,2016,8907
31045,2017,8885
31045,2018,8716
31047,2014,23998
31047,2015,23903
31047,2016,23765
31047,2017,23643
31047,2018,23709
31049,2014,1926
31049,2015,1910
31049,2016,1861
31049,2017,1868
31049,2018,1825
31051,2014,5757
31051,2015,5765
31051,2016,5738
31051,2017,5760
31051,2018,5709
31053,2014,36616
31053,2015,36560
31053,2016,36655
31053,2017,36794
31053,2018,36791
31055,2014,543098
31055,2015,549052
31055,2016,555358
31055,2017,560573
31055,2018,566880
31057,2014,1865
31057,2015,1773
31057,2016,1810
31057,2017,1793
31057,2018,1770
31059,2014,5603
31059,2015,5554
31059,2016,5623
31059,2017,5564
31059,2018,5527
31061,2014,3048
31061,2015,2977
31061,2016,2994
31061,2017,2988
31061,2018,3023
31063,2014,2722
31063,2015,2632
31063,2016,2647
31063,2017,2626
31063,2018,2608
31065,2014,4852
31065,2015,4830
31065,2016,4763
31065,2017,4768
31065,2018,4715
31067,2014,21555
31067,2015,21706
31067,2016,21608
31067,2017,21615
31067,2018,21493
31069,2014,1908
31069,2015,1916
31069,2016,1907
31069,2017,1897
31069,2018,1897
31071,2014,2000
31071,2015,2014
31071,2016,1994
31071,2017,1999
31071,2018,1987
31073,2014,2004
31073,2015,2025
31073,2016,2025
31073,2017,2027
31073,2018,1996
31075,2014,626
31075,2015,646
31075,2016,665
31075,2017,649
31075,2018,660
31077,2014,2483
31077,2015,2435
31077,2016,2401
31077,2017,2377
31077,2018,2356
31079,2014,61104
31079,2015,61149
31079,2016,61477
31079,2017,61377
31079,2018,61607
31081,2014,9102
31081,2015,9140
31081,2016,9157
31081,2017,9210
31081,2018,9280
31083,2014,3468
31083,2015,3442
31083,2016,3452
31083,2017,3428
31083,2018,3401
31085,2014,910
31085,2015,915
31085,2016,890
31085,2017,893
31085,2018,916
31087,2014,2882
31087,2015,2883
31087,2016,2831
31087,2017,2815
31087,2018,2806
31089,2014,10361
31089,2015,10268
31089,2016,10230
31089,2017,10186
31089,2018,10178
31091,2014,722
31091,2015,714
31091,2016,683
31091,2017,668
31091,2018,682
31093,2014,6352
31093,2015,6382
31093,2016,6407
31093,2017,6414
31093,2018,6468
31095,2014,7299
31095,2015,7213
31095,2016,7166
31095,2017,7164
31095,2018,7097
31097,2014,5221
31097,2015,5240
31097,2016,5214
31097,2017,5176
31097,2018,5134
31099,2014,6587
31099,2015,6556
31099,2016,6558
31099,2017,6513
31099,2018,6544
31101,2014,8170
31101,2015,8132
31101,2016,8092
31101,2017,8078
31101,2018,8021
31103,2014,795
31103,2015,797
31103,2016,792
31103,2017,793
31103,2018,810
31105,2014,3726
31105,2015,3716
31105,2016,3675
31105,2017,3601
31105,2018,3618
31107,2014,8473
31107,2015,8468
31107,2016,8484
31107,2017,8458
31107,2018,8419
31109,2014,302644
31109,2015,306136
31109,2016,310440
31109,2017,313977
31109,2018,317272
31111,2014,35652
31111,2015,35512
31111,2016,35501
31111,2017,35314
31111,2018,35185
31113,2014,767
31113,2015,790
31113,2016,789
31113,2017,762
31113,2018,749
31115,2014,596
31115,2015,606
31115,2016,615
31115,2017,605
31115,2018,618
31117,2014,510
31117,2015,489
31117,2016,503
31117,2017,494
31117,2018,492
31119,2014,35100
31119,2015,35021
31119,2016,35036
31119,2017,35272
31119,2018,35392
31121,2014,7784
31121,2015,7801
31121,2016,7834
31121,2017,7861
31121,2018,7733
31123,2014,4919
31123,2015,4925
31123,2016,4865
31123,2017,4808
31123,2018,4686
31125,2014,3527
31125,2015,3573
31125,2016,3563
31125,2017,3576
31125,2018,3532
31127,2014,7129
31127,2015,7002
31127,2016,6971
31127,2017,6961
31127,2018,6958
31129,2014,4347
31129,2015,4316
31129,2016,4259
31129,2017,4260
31129,2018,4195
31131,2014,15780
31131,2015,15840
31131,2016,15941
31131,2017,15932
31131,2018,15985
31133,2014,2725
31133,2015,2690
31133,2016,2698
31133,2017,2633
31133,2018,2632
31135,2014,2878
31135,2015,2937
31135,2016,2898
31135,2017,2894
31135,2018,2929
31137,2014,9162
31137,2015,9214
31137,2016,9187
31137,2017,9042
31137,2018,8996
31139,2014,7202
31139,2015,7189
31139,2016,7142
31139,2017,7108
31139,2018,7142
31141,2014,32752
31141,2015,32890
31141,2016,33028
31141,2017,33282
31141,2018,33363
31143,2014,5272
31143,2015,5179
31143,2016,5203
31143,2017,5344
31143,2018,5278
31145,2014,10900
31145,2015,10886
31145,2016,10770
31145,2017,10750
31145,2018,10726
31147,2014,8108
31147,2015,8022
31147,2016,7999
31147,2017,7981
31147,2018,7937
31149,2014,1449
31149,2015,1417
31149,2016,1404
31149,2017,1422
31149,2018,1360
31151,2014,14303
31151,2015,14204
31151,2016,14227
31151,2017,14357
31151,2018,14350
31153,2014,171872
31153,2015,175245
31153,2016,178503
31153,2017,181678
31153,2018,184459
31155,2014,20858
31155,2015,20946
31155,2016,20993
31155,2017,21019
31155,2018,21303
31157,2014,36435
31157,2015,36230
31157,2016,36409
31157,2017,36213
31157,2018,35989
31159,2014,17008
31159,2015,16995
31159,2016,17110
31159,2017,17202
31159,2018,17318
31161,2014,5253
31161,2015,5216
31161,2016,5231
31161,2017,5278
31161,2018,5190
31163,2014,3034
31163,2015,3036
31163,2016,3011
31163,2017,3090
31163,2018,3038
31165,2014,1321
31165,2015,1276
31165,2016,1259
31165,2017,1201
31165,2018,1187
31167,2014,6098
31167,2015,5942
31167,2016,5971
31167,2017,5977
31167,2018,5970
31169,2014,5211
31169,2015,5127
31169,2016,5079
31169,2017,5036
31169,2018,5039
31171,2014,701
31171,2015,695
31171,2016,727
31171,2017,730
31171,2018,720
31173,2014,6961
31173,2015,7072
31173,2016,7141
31173,2017,7225
31173,2018,7303
31175,2014,4217
31175,2015,4168
31175,2016,4200
31175,2017,4230
31175,2018,4190
31177,2014,19929
31177,2015,19922
31177,2016,20227
31177,2017,20351
31177,2018,20667
31179,2014,9405
31179,2015,9373
31179,2016,9395
31179,2017,9260
31179,2018,9403
31181,2014,3645
31181,2015,3592
31181,2016,3567
31181,2017,3520
31181,2018,3533
31183,2014,786
31183,2015,779
31183,2016,804
31183,2017,816
31183,2018,805
31185,2014,13918
31185,2015,13796
31185,2016,13738
31185,2017,13770
31185,2018,13772
32001,2014,23819
32001,2015,23934
32001,2016,23869
32001,2017,23989
32001,2018,24440
32003,2014,2054263
32003,2015,2098105
32003,2016,2140547
32003,2017,2183310
32003,2018,2231647
32005,2014,47382
32005,2015,47424
32005,2016,47848
32005,2017,48018
32005,2018,48467
32007,2014,52557
32007,2015,51747
32007,2016,52123
32007,2017,52371
32007,2018,52460
32009,2014,825
32009,2015,830
32009,2016,826
32009,2017,843
32009,2018,826
32011,2014,1988
32011,2015,2029
32011,2016,1936
32011,2017,1950
32011,2018,2003
32013,2014,17219
32013,2015,17023
32013,2016,16792
32013,2017,16702
32013,2018,16786
32015,2014,5973
32015,2015,5884
32015,2016,5696
32015,2017,5604
32015,2018,5575
32017,2014,5197
32017,2015,5137
32017,2016,5154
32017,2017,5182
32017,2018,5201
32019,2014,51339
32019,2015,51986
32019,2016,52726
32019,2017,53915
32019,2018,55808
32021,2014,4469
32021,2015,4422
32021,2016,4380
32021,2017,4454
32021,2018,4514
32023,2014,42851
32023,2015,42988
32023,2016,43289
32023,2017,44051
32023,2018,45346
32027,2014,6706
32027,2015,6624
32027,2016,6584
32027,2017,6473
32027,2018,6666
32029,2014,3803
32029,2015,3878
32029,2016,3992
32029,2017,4003
32029,2018,4029
32031,2014,436493
32031,2015,442728
32031,2016,450142
32031,2017,457333
32031,2018,465735
32033,2014,10032
32033,2015,9858
32033,2016,9721
32033,2017,9599
32033,2018,9475
32510,2014,54096
32510,2015,54069
32510,2016,54147
32510,2017,54608
32510,2018,55414
33001,2014,60285
33001,2015,60347
33001,2016,60700
33001,2017,60845
33001,2018,61022
33003,2014,47429
33003,2015,47392
33003,2016,47493
33003,2017,48109
33003,2018,48779
33005,2014,76424
33005,2015,76261
33005,2016,75950
33005,2017,76185
33005,2018,76493
33007,2014,32783
33007,2015,32332
33007,2016,31903
33007,2017,31584
33007,2018,31589
33009,2014,89926
33009,2015,89415
33009,2016,89982
33009,2017,89947
33009,2018,89786
33011,2014,407071
33011,2015,408811
33011,2016,411150
33011,2017,413157
33011,2018,415247
33013,2014,148141
33013,2015,148670
33013,2016,149150
33013,2017,150169
33013,2018,151132
33015,2014,301481
33015,2015,302930
33015,2016,304778
33015,2017,307281
33015,2018,309176
33017,2014,126523
33017,2015,126978
33017,2016,128175
33017,2017,129421
33017,2018,130090
33019,2014,43160
33019,2015,43158
33019,2016,43092
33019,2017,43069
33019,2018,43144
34001,2014,272656
34001,2015,270471
34001,2016,267813
34001,2017,266328
34001,2018,265429
34003,2014,923757
34003,2015,926997
34003,2016,928979
34003,2017,933569
34003,2018,936692
34005,2014,448224
34005,2015,446923
34005,2016,446108
34005,2017,445196
34005,2018,445384
34007,2014,508554
34007,2015,507784
34007,2016,507075
34007,2017,506343
34007,2018,507078
34009,2014,94923
34009,2015,94180
34009,2016,93679
34009,2017,93184
34009,2018,92560
34011,2014,156086
34011,2015,154838
34011,2016,153355
34011,2017,151748
34011,2018,150972
34013,2014,788975
34013,2015,790508
34013,2016,792617
34013,2017,795908
34013,2018,799767
34015,2014,290530
34015,2015,290823
34015,2016,290647
34015,2017,290850
34015,2018,291408
34017,2014,660502
34017,2015,664744
34017,2016,668928
34017,2017,672922
34017,2018,676061
34019,2014,125847
34019,2015,125396
34019,2016,124668
34019,2017,124628
34019,2018,124714
34021,2014,369017
34021,2015,368352
34021,2016,368028
34021,2017,368602
34021,2018,369811
34023,2014,824349
34023,2015,825867
34023,2016,825907
34023,2017,827684
34023,2018,829685
34025,2014,625647
34025,2015,624320
34025,2016,623286
34025,2017,622327
34025,2018,621354
34027,2014,494982
34027,2015,494432
34027,2016,494046
34027,2017,494225
34027,2018,494228
34029,2014,584449
34029,2015,587137
34029,2016,590990
34029,2017,595470
34029,2018,601651
34031,2014,504758
34031,2015,504588
34031,2016,503853
34031,2017,503694
34031,2018,503310
34033,2014,64328
34033,2015,63720
34033,2016,63189
34033,2017,62838
34033,2018,62607
34035,2014,329342
34035,2015,329678
34035,2016,329996
34035,2017,330700
34035,2018,331164
34037,2014,144578
34037,2015,142996
34037,2016,141932
34037,2017,141185
34037,2018,140799
34039,2014,548282
34039,2015,550367
34039,2016,553343
34039,2017,555273
34039,2018,558067
34041,2014,106994
34041,2015,106748
34041,2016,106077
34041,2017,105869
34041,2018,105779
35001,2014,676229
35001,2015,676678
35001,2016,678165
35001,2017,678686
35001,2018,678701
35003,2014,3550
35003,2015,3480
35003,2016,3522
35003,2017,3567
35003,2018,3578
35005,2014,65880
35005,2015,65878
35005,2016,65697
35005,2017,65153
35005,2018,64689
35006,2014,27158
35006,2015,27047
35006,2016,27043
35006,2017,26895
35006,2018,26746
35007,2014,12718
35007,2015,12449
35007,2016,12280
35007,2017,12206
35007,2018,12110
35009,2014,51115
35009,2015,50299
35009,2016,50303
35009,2017,49842
35009,2018,49437
35011,2014,1859
35011,2015,1871
35011,2016,1833
35011,2017,1813
35011,2018,1781
35013,2014,214084
35013,2015,214151
35013,2016,214748
35013,2017,216186
35013,2018,217522
35015,2014,56690
35015,2015,57724
35015,2016,57667
35015,2017,57205
35015,2018,57900
35017,2014,28863
35017,2015,28361
35017,2016,28043
35017,2017,27692
35017,2018,27346
35019,2014,4443
35019,2015,4351
35019,2016,4368
35019,2017,4409
35019,2018,4341
35021,2014,693
35021,2015,719
35021,2016,687
35021,2017,687
35021,2018,655
35023,2014,4549
35023,2015,4436
35023,2016,4326
35023,2017,4305
35023,2018,4240
35025,2014,70211
35025,2015,71496
35025,2016,70254
35025,2017,69057
35025,2018,69611
35027,2014,19605
35027,2015,19365
35027,2016,19399
35027,2017,19483
35027,2018,19556
35028,2014,17807
35028,2015,17830
35028,2016,18239
35028,2017,18804
35028,2018,19101
35029,2014,24448
35029,2015,24382
35029,2016,24379
35029,2017,24148
35029,2018,23963
35031,2014,72807
35031,2015,73461
35031,2016,73106
35031,2017,72574
35031,2018,72290
35033,2014,4616
35033,2015,4613
35033,2016,4539
35033,2017,4542
35033,2018,4506
35035,2014,65362
35035,2015,64739
35035,2016,65644
35035,2017,66198
35035,2018,66781
35037,2014,8466
35037,2015,8446
35037,2016,8390
35037,2017,8310
35037,2018,8253
35039,2014,39739
35039,2015,39364
35039,2016,39233
35039,2017,39191
35039,2018,39006
35041,2014,19656
35041,2015,19140
35041,2016,19143
35041,2017,18905
35041,2018,18743
35043,2014,137039
35043,2015,138531
35043,2016,140471
35043,2017,142624
35043,2018,145179
35045,2014,129094
35045,2015,128261
35045,2016,127973
35045,2017,126902
35045,2018,125043
35047,2014,28505
35047,2015,28233
35047,2016,28058
35047,2017,27782
35047,2018,27591
35049,2014,147819
35049,2015,148206
35049,2016,148888
35049,2017,149617
35049,2018,150056
35051,2014,11267
35051,2015,11235
35051,2016,11113
35051,2017,11090
35051,2018,10968
35053,2014,17267
35053,2015,17146
35053,2016,16967
35053,2017,16885
35053,2018,16735
35055,2014,32971
35055,2015,32814
35055,2016,32960
35055,2017,32862
35055,2018,32835
35057,2014,15669
35057,2015,15608
35057,2016,15515
35057,2017,15593
35057,2018,15591
35059,2014,4248
35059,2015,4166
35059,2016,4154
35059,2017,4188
35059,2018,4118
35061,2014,75915
35061,2015,75731
35061,2016,75682
35061,2017,75994
35061,2018,76456
36001,2014,307190
36001,2015,307476
36001,2016,307628
36001,2017,307717
36001,2018,307117
36003,2014,47646
36003,2015,47324
36003,2016,47039
36003,2017,46688
36003,2018,46430
36005,2014,1431538
36005,2015,1440726
36005,2016,1445237
36005,2017,1439725
36005,2018,1432132
36007,2014,197251
36007,2015,195794
36007,2016,194345
36007,2017,192959
36007,2018,191659
36009,2014,78685
36009,2015,77951
36009,2016,77708
36009,2017,77245
36009,2018,76840
36011,2014,78768
36011,2015,78300
36011,2016,77666
36011,2017,77463
36011,2018,77145
36013,2014,131750
36013,2015,130634
36013,2016,129350
36013,2017,128609
36013,2018,127939
36015,2014,87179
36015,2015,86718
36015,2016,85676
36015,2017,84874
36015,2018,84254
36017,2014,49326
36017,2015,48772
36017,2016,48317
36017,2017,47790
36017,2018,47536
36019,2014,81460
36019,2015,80723
36019,2016,80524
36019,2017,80567
36019,2018,80695
36021,2014,61938
36021,2015,61453
36021,2016,60882
36021,2017,60408
36021,2018,59916
36023,2014,48743
36023,2015,48296
36023,2016,47919
36023,2017,47836
36023,2018,47823
36025,2014,46561
36025,2015,45954
36025,2016,45446
36025,2017,45020
36025,2018,44527
36027,2014,295146
36027,2015,294108
36027,2016,293049
36027,2017,293450
36027,2018,293718
36029,2014,921794
36029,2015,920543
36029,2016,918479
36029,2017,918794
36029,2018,919719
36031,2014,38311
36031,2015,37958
36031,2016,37675
36031,2017,37511
36031,2018,37300
36033,2014,51102
36033,2015,50542
36033,2016,51077
36033,2017,50444
36033,2018,50293
36035,2014,53945
36035,2015,53800
36035,2016,53604
36035,2017,53777
36035,2018,53591
36037,2014,58740
36037,2015,58470
36037,2016,58022
36037,2017,57816
36037,2018,57511
36039,2014,47962
36039,2015,47634
36039,2016,47525
36039,2017,47474
36039,2018,47491
36041,2014,4700
36041,2015,4699
36041,2016,4557
36041,2017,4481
36041,2018,4434
36043,2014,63384
36043,2015,62654
36043,2016,62446
36043,2017,62209
36043,2018,61833
36045,2014,118005
36045,2015,116403
36045,2016,113015
36045,2017,113063
36045,2018,111755
36047,2014,2602680
36047,2015,2610607
36047,2016,2611232
36047,2017,2596385
36047,2018,2582830
36049,2014,27091
36049,2015,26830
36049,2016,26652
36049,2017,26576
36049,2018,26447
36051,2014,64586
36051,2015,64318
36051,2016,63942
36051,2017,63461
36051,2018,63227
36053,2014,72204
36053,2015,71672
36053,2016,71291
36053,2017,70831
36053,2018,70795
36055,2014,747425
36055,2015,745376
36055,2016,743531
36055,2017,742436
36055,2018,742474
36057,2014,49673
36057,2015,49579
36057,2016,49206
36057,2017,49216
36057,2018,49455
36059,2014,1355029
36059,2015,1355319
36059,2016,1356463
36059,2017,1357664
36059,2018,1358343
36061,2014,1630946
36061,2015,1636713
36061,2016,1636261
36061,2017,1629780
36061,2018,1628701
36063,2014,213322
36063,2015,212366
36063,2016,211534
36063,2017,210866
36063,2018,210433
36065,2014,232626
36065,2015,231234
36065,2016,230348
36065,2017,230127
36065,2018,229577
36067,2014,467342
36067,2015,466233
36067,2016,464033
36067,2017,461791
36067,2018,461809
36069,2014,109334
36069,2015,109285
36069,2016,109267
36069,2017,109609
36069,2018,109864
36071,2014,375181
36071,2015,376152
36071,2016,378047
36071,2017,379803
36071,2018,381951
36073,2014,41850
36073,2015,41457
36073,2016,41196
36073,2017,40759
36073,2018,40612
36075,2014,120588
36075,2015,119728
36075,2016,118881
36075,2017,118426
36075,2018,117898
36077,2014,60951
36077,2015,60497
36077,2016,60119
36077,2017,59903
36077,2018,59749
36079,2014,99459
36079,2015,99219
36079,2016,98812
36079,2017,98966
36079,2018,98892
36081,2014,2300148
36081,2015,2307614
36081,2016,2309032
36081,2017,2296865
36081,2018,2278906
36083,2014,159661
36083,2015,159456
36083,2016,159334
36083,2017,159261
36083,2018,159442
36085,2014,472075
36085,2015,472521
36085,2016,474214
36085,2017,475516
36085,2018,476179
36087,2014,321176
36087,2015,323078
36087,2016,323640
36087,2017,324839
36087,2018,325695
36089,2014,111437
36089,2015,110331
36089,2016,109411
36089,2017,108562
36089,2018,108047
36091,2014,224518
36091,2015,226053
36091,2016,227048
36091,2017,229102
36091,2018,230163
36093,2014,155042
36093,2015,154738
36093,2016,154473
36093,2017,154814
36093,2018,155350
36095,2014,31773
36095,2015,31408
36095,2016,31307
36095,2017,31236
36095,2018,31097
36097,2014,18164
36097,2015,18013
36097,2016,17948
36097,2017,17925
36097,2018,17912
36099,2014,34887
36099,2015,34814
36099,2016,34731
36099,2017,34327
36099,2018,34300
36101,2014,98173
36101,2015,97524
36101,2016,96895
36101,2017,96249
36101,2018,95796
36103,2014,1495757
36103,2015,1492278
36103,2016,1486804
36103,2017,1483571
36103,2018,1481093
36105,2014,75647
36105,2015,74854
36105,2016,74977
36105,2017,75079
36105,2018,75498
36107,2014,49833
36107,2015,49360
36107,2016,48822
36107,2017,48650
36107,2018,48560
36109,2014,103385
36109,2015,103018
36109,2016,102938
36109,2017,102678
36109,2018,102793
36111,2014,180419
36111,2015,179692
36111,2016,179080
36111,2017,178723
36111,2018,178599
36113,2014,64870
36113,2015,64411
36113,2016,64428
36113,2017,64428
36113,2018,64265
36115,2014,62464
36115,2015,62225
36115,2016,61767
36115,2017,61489
36115,2018,61197
36117,2014,91806
36117,2015,91284
36117,2016,90754
36117,2017,90372
36117,2018,90064
36119,2014,967407
36119,2015,969220
36119,2016,970556
36119,2017,969279
36119,2018,967612
36121,2014,41129
36121,2015,40922
36121,2016,40406
36121,2017,40283
36121,2018,40085
36123,2014,25148
36123,2015,25080
36123,2016,25023
36123,2017,24952
36123,2018,24841
37001,2014,155425
37001,2015,157100
37001,2016,160392
37001,2017,163529
37001,2018,166436
37003,2014,36992
37003,2015,36960
37003,2016,37142
37003,2017,37146
37003,2018,37353
37005,2014,10895
37005,2015,10861
37005,2016,10926
37005,2017,11023
37005,2018,11161
37007,2014,25974
37007,2015,25620
37007,2016,25182
37007,2017,24878
37007,2018,24877
37009,2014,26772
37009,2015,26637
37009,2016,26611
37009,2017,26803
37009,2018,27109
37011,2014,17615
37011,2015,17455
37011,2016,17423
37011,2017,17505
37011,2018,17505
37013,2014,47328
37013,2015,47385
37013,2016,47370
37013,2017,47051
37013,2018,47079
37015,2014,20321
37015,2015,20167
37015,2016,19432
37015,2017,19274
37015,2018,19026
37017,2014,34386
37017,2015,34140
37017,2016,33704
37017,2017,33468
37017,2018,33190
37019,2014,118308
37019,2015,122211
37019,2016,126302
37019,2017,130735
37019,2018,136744
37021,2014,249122
37021,2015,251973
37021,2016,254988
37021,2017,257185
37021,2018,259103
37023,2014,89289
37023,2015,89324
37023,2016,89438
37023,2017,90127
37023,2018,90382
37025,2014,191490
37025,2015,196215
37025,2016,201470
37025,2017,206724
37025,2018,211342
37027,2014,81665
37027,2015,81512
37027,2016,81767
37027,2017,81920
37027,2018,82029
37029,2014,10276
37029,2015,10284
37029,2016,10402
37029,2017,10561
37029,2018,10710
37031,2014,68634
37031,2015,68711
37031,2016,68811
37031,2017,68919
37031,2018,69524
37033,2014,22811
37033,2015,22822
37033,2016,22765
37033,2017,22632
37033,2018,22698
37035,2014,155139
37035,2015,155571
37035,2016,156471
37035,2017,157811
37035,2018,158652
37037,2014,66665
37037,2015,68256
37037,2016,69646
37037,2017,71248
37037,2018,73139
37039,2014,27075
37039,2015,27098
37039,2016,27805
37039,2017,27980
37039,2018,28383
37041,2014,14504
37041,2015,14249
37041,2016,14201
37041,2017,14040
37041,2018,14029
37043,2014,10562
37043,2015,10619
37043,2016,10743
37043,2017,11001
37043,2018,11139
37045,2014,97018
37045,2015,96885
37045,2016,97017
37045,2017,97228
37045,2018,97645
37047,2014,56878
37047,2015,56666
37047,2016,56279
37047,2017,55987
37047,2018,55655
37049,2014,104078
37049,2015,102906
37049,2016,102760
37049,2017,102754
37049,2018,102912
37051,2014,332383
37051,2015,331278
37051,2016,333300
37051,2017,331239
37051,2018,332330
37053,2014,24817
37053,2015,25112
37053,2016,25654
37053,2017,26323
37053,2018,27072
37055,2014,34894
37055,2015,35432
37055,2016,35765
37055,2017,36115
37055,2018,36501
37057,2014,163425
37057,2015,163575
37057,2016,164394
37057,2017,165313
37057,2018,166614
37059,2014,41265
37059,2015,41655
37059,2016,41933
37059,2017,42369
37059,2018,42733
37061,2014,59442
37061,2015,58892
37061,2016,59260
37061,2017,58862
37061,2018,58856
37063,2014,295199
37063,2015,300755
37063,2016,307705
37063,2017,311888
37063,2018,316739
37065,2014,54875
37065,2015,53744
37065,2016,53277
37065,2017,52757
37065,2018,52005
37067,2014,364537
37067,2015,367348
37067,2016,371157
37067,2017,375724
37067,2018,379099
37069,2014,62689
37069,2015,63630
37069,2016,64596
37069,2017,66033
37069,2018,67560
37071,2014,210573
37071,2015,212971
37071,2016,216716
37071,2017,219819
37071,2018,222846
37073,2014,11631
37073,2015,11529
37073,2016,11567
37073,2017,11515
37073,2018,11573
37075,2014,8624
37075,2015,8598
37075,2016,8545
37075,2017,8534
37075,2018,8484
37077,2014,57999
37077,2015,58182
37077,2016,58699
37077,2017,59374
37077,2018,60115
37079,2014,21018
37079,2015,20952
37079,2016,21080
37079,2017,20980
37079,2018,21012
37081,2014,512275
37081,2015,517414
37081,2016,525055
37081,2017,529496
37081,2018,533670
37083,2014,52839
37083,2015,52178
37083,2016,51811
37083,2017,51282
37083,2018,50574
37085,2014,126704
37085,2015,128027
37085,2016,130631
37085,2017,132229
37085,2018,134214
37087,2014,59134
37087,2015,59636
37087,2016,60389
37087,2017,61036
37087,2018,61971
37089,2014,110270
37089,2015,111926
37089,2016,113723
37089,2017,115457
37089,2018,116748
37091,2014,24582
37091,2015,24380
37091,2016,24216
37091,2017,23926
37091,2018,23659
37093,2014,51588
37093,2015,52728
37093,2016,52973
37093,2017,54141
37093,2018,54764
37095,2014,5598
37095,2015,5428
37095,2016,5440
37095,2017,5267
37095,2018,5230
37097,2014,166514
37097,2015,169497
37097,2016,172552
37097,2017,175628
37097,2018,178435
37099,2014,40907
37099,2015,41281
37099,2016,42573
37099,2017,43192
