FIPS5,yr,population
21091,2017,8778
21091,2018,8758
21093,2014,108531
21093,2015,106323
21093,2016,107041
21093,2017,108226
21093,2018,110356
21095,2014,28018
21095,2015,27511
21095,2016,27005
21095,2017,26725
21095,2018,26409
21097,2014,18630
21097,2015,18637
21097,2016,18565
21097,2017,18730
21097,2018,18778
21099,2014,18511
21099,2015,18418
21099,2016,18537
21099,2017,18762
21099,2018,18906
21101,2014,46407
21101,2015,46399
21101,2016,46301
21101,2017,45989
21101,2018,45591
21103,2014,15556
21103,2015,15572
21103,2016,15844
21103,2017,15994
21103,2018,16106
21105,2014,4678
21105,2015,4610
21105,2016,4606
21105,2017,4523
21105,2018,4421
21107,2014,46177
21107,2015,46077
21107,2016,45628
21107,2017,45369
21107,2018,45068
21109,2014,13309
21109,2015,13327
21109,2016,13365
21109,2017,13420
21109,2018,13442
21111,2014,761973
21111,2015,765192
21111,2016,767711
21111,2017,770377
21111,2018,770517
21113,2014,50894
21113,2015,51815
21113,2016,52198
21113,2017,53281
21113,2018,53920
21115,2014,23259
21115,2015,23136
21115,2016,22862
21115,2017,22571
21115,2018,22386
21117,2014,163210
21117,2015,164092
21117,2016,164676
21117,2017,165410
21117,2018,166051
21119,2014,15955
21119,2015,15692
21119,2016,15505
21119,2017,15285
21119,2018,15126
21121,2014,31558
21121,2015,31485
21121,2016,31506
21121,2017,31484
21121,2018,31304
21123,2014,14117
21123,2015,14121
21123,2016,14024
21123,2017,14211
21123,2018,14307
21125,2014,59911
21125,2015,59930
21125,2016,60089
21125,2017,60299
21125,2018,60669
21127,2014,15892
21127,2015,15873
21127,2016,15842
21127,2017,15735
21127,2018,15571
21129,2014,6796
21129,2015,6742
21129,2016,6593
21129,2017,6590
21129,2018,7033
21131,2014,10832
21131,2015,10646
21131,2016,10430
21131,2017,10309
21131,2018,10143
21133,2014,23359
21133,2015,23044
21133,2016,22751
21133,2017,22328
21133,2018,21899
21135,2014,13763
21135,2015,13600
21135,2016,13474
21135,2017,13358
21135,2018,13257
21137,2014,24429
21137,2015,24343
21137,2016,24376
21137,2017,24498
21137,2018,24644
21139,2014,9327
21139,2015,9286
21139,2016,9194
21139,2017,9264
21139,2018,9242
21141,2014,26823
21141,2015,26751
21141,2016,26670
21141,2017,27014
21141,2018,26989
21143,2014,8413
21143,2015,8311
21143,2016,8084
21143,2017,8113
21143,2018,8009
21145,2014,65353
21145,2015,64984
21145,2016,65340
21145,2017,65397
21145,2018,65346
21147,2014,17922
21147,2015,17879
21147,2016,17542
21147,2017,17423
21147,2018,17408
21149,2014,9421
21149,2015,9412
21149,2016,9351
21149,2017,9219
21149,2018,9252
21151,2014,87101
21151,2015,88237
21151,2016,89568
21151,2017,91226
21151,2018,92368
21153,2014,12982
21153,2015,12781
21153,2016,12665
21153,2017,12539
21153,2018,12362
21155,2014,19071
21155,2015,19216
21155,2016,19152
21155,2017,19316
21155,2018,19404
21157,2014,30996
21157,2015,31060
21157,2016,31273
21157,2017,31311
21157,2018,31191
21159,2014,12514
21159,2015,12304
21159,2016,11961
21159,2017,11495
21159,2018,11323
21161,2014,17143
21161,2015,17066
21161,2016,17182
21161,2017,17225
21161,2018,17150
21163,2014,29097
21163,2015,27740
21163,2016,27985
21163,2017,28094
21163,2018,28715
21165,2014,6298
21165,2015,6367
21165,2016,6444
21165,2017,6466
21165,2018,6451
21167,2014,21374
21167,2015,21402
21167,2016,21440
21167,2017,21588
21167,2018,21774
21169,2014,9989
21169,2015,9914
21169,2016,10007
21169,2017,10079
21169,2018,10030
21171,2014,10680
21171,2015,10621
21171,2016,10539
21171,2017,10611
21171,2018,10718
21173,2014,27372
21173,2015,27586
21173,2016,27678
21173,2017,27956
21173,2018,28203
21175,2014,13350
21175,2015,13268
21175,2016,13251
21175,2017,13211
21175,2018,13345
21177,2014,31308
21177,2015,31249
21177,2016,31151
21177,2017,30923
21177,2018,30774
21179,2014,44866
21179,2015,45115
21179,2016,45495
21179,2017,45612
21179,2018,45851
21181,2014,7051
21181,2015,7061
21181,2016,7083
21181,2017,7137
21181,2018,7166
21183,2014,23957
21183,2015,24025
21183,2016,24150
21183,2017,24136
21183,2018,24087
21185,2014,63976
21185,2015,64546
21185,2016,65389
21185,2017,66489
21185,2018,66470
21187,2014,10650
21187,2015,10728
21187,2016,10659
21187,2017,10789
21187,2018,10880
21189,2014,4505
21189,2015,4447
21189,2016,4473
21189,2017,4416
21189,2018,4472
21191,2014,14469
21191,2015,14472
21191,2016,14571
21191,2017,14558
21191,2018,14529
21193,2014,27552
21193,2015,27339
21193,2016,27123
21193,2017,26479
21193,2018,26092
21195,2014,62944
21195,2015,61785
21195,2016,60422
21195,2017,58862
21195,2018,58402
21197,2014,12356
21197,2015,12228
21197,2016,12257
21197,2017,12321
21197,2018,12442
21199,2014,63862
21199,2015,63858
21199,2016,64025
21199,2017,64357
21199,2018,64623
21201,2014,2187
21201,2015,2135
21201,2016,2125
21201,2017,2132
21201,2018,2135
21203,2014,16827
21203,2015,16933
21203,2016,16869
21203,2017,16757
21203,2018,16750
21205,2014,24259
21205,2015,24655
21205,2016,24438
21205,2017,24562
21205,2018,24583
21207,2014,17789
21207,2015,17685
21207,2016,17767
21207,2017,17739
21207,2018,17821
21209,2014,51225
21209,2015,52136
21209,2016,53401
21209,2017,54790
21209,2018,56031
21211,2014,45215
21211,2015,45941
21211,2016,46762
21211,2017,47495
21211,2018,48518
21213,2014,17766
21213,2015,17908
21213,2016,18005
21213,2017,18105
21213,2018,18529
21215,2014,17741
21215,2015,17990
21215,2016,18234
21215,2017,18471
21215,2018,18794
21217,2014,25362
21217,2015,25583
21217,2016,25442
21217,2017,25562
21217,2018,25549
21219,2014,12436
21219,2015,12450
21219,2016,12353
21219,2017,12200
21219,2018,12311
21221,2014,14130
21221,2015,14219
21221,2016,14304
21221,2017,14424
21221,2018,14643
21223,2014,8738
21223,2015,8750
21223,2016,8616
21223,2017,8565
21223,2018,8515
21225,2014,15092
21225,2015,14978
21225,2016,14796
21225,2017,14640
21225,2018,14505
21227,2014,121304
21227,2015,124081
21227,2016,126493
21227,2017,128995
21227,2018,131264
21229,2014,11909
21229,2015,12023
21229,2016,12138
21229,2017,11939
21229,2018,12084
21231,2014,20621
21231,2015,20609
21231,2016,20724
21231,2017,20621
21231,2018,20468
21233,2014,13206
21233,2015,13178
21233,2016,13209
21233,2017,13071
21233,2018,13111
21235,2014,35847
21235,2015,36122
21235,2016,36103
21235,2017,36129
21235,2018,36242
21237,2014,7254
21237,2015,7245
21237,2016,7193
21237,2017,7245
21237,2018,7177
21239,2014,25585
21239,2015,25858
21239,2016,26113
21239,2017,26396
21239,2018,26533
22001,2014,62664
22001,2015,62681
22001,2016,62793
22001,2017,62514
22001,2018,62190
22003,2014,25729
22003,2015,25645
22003,2016,25693
22003,2017,25631
22003,2018,25605
22005,2014,117287
22005,2015,119374
22005,2016,121520
22005,2017,123028
22005,2018,124672
22007,2014,23047
22007,2015,22890
22007,2016,22751
22007,2017,22580
22007,2018,22300
22009,2014,41089
22009,2015,40991
22009,2016,40997
22009,2017,40871
22009,2018,40462
22011,2014,36248
22011,2015,36530
22011,2016,36966
22011,2017,36847
22011,2018,37253
22013,2014,13785
22013,2015,13826
22013,2016,13780
22013,2017,13639
22013,2018,13308
22015,2014,124875
22015,2015,125577
22015,2016,125962
22015,2017,127058
22015,2018,127185
22017,2014,252604
22017,2015,251361
22017,2016,248885
22017,2017,246034
22017,2018,242922
22019,2014,196562
22019,2015,198427
22019,2016,200480
22019,2017,202330
22019,2018,203112
22021,2014,9952
22021,2015,10047
22021,2016,10075
22021,2017,9947
22021,2018,9960
22023,2014,6725
22023,2015,6825
22023,2016,6895
22023,2017,6926
22023,2018,6968
22025,2014,10131
22025,2015,10027
22025,2016,9866
22025,2017,9833
22025,2018,9608
22027,2014,16405
22027,2015,16266
22027,2016,16147
22027,2017,16002
22027,2018,15944
22029,2014,20479
22029,2015,20232
22029,2016,19973
22029,2017,19849
22029,2018,19572
22031,2014,27068
22031,2015,27111
22031,2016,27198
22031,2017,27265
22031,2018,27436
22033,2014,444798
22033,2015,445078
22033,2016,446029
22033,2017,443607
22033,2018,440956
22035,2014,7442
22035,2015,7276
22035,2016,7236
22035,2017,7133
22035,2018,7037
22037,2014,19694
22037,2015,19558
22037,2016,19528
22037,2017,19408
22037,2018,19305
22039,2014,33756
22039,2015,33713
22039,2016,33642
22039,2017,33625
22039,2018,33443
22041,2014,20433
22041,2015,20388
22041,2016,20371
22041,2017,20261
22041,2018,20156
22043,2014,22353
22043,2015,22301
22043,2016,22282
22043,2017,22322
22043,2018,22482
22045,2014,73744
22045,2015,73761
22045,2016,73008
22045,2017,72001
22045,2018,70941
22047,2014,33135
22047,2015,33137
22047,2016,32869
22047,2017,32920
22047,2018,32721
22049,2014,15989
22049,2015,15948
22049,2016,15899
22049,2017,15893
22049,2018,15902
22051,2014,434131
22051,2015,435275
22051,2016,436749
22051,2017,436296
22051,2018,434051
22053,2014,31448
22053,2015,31431
22053,2016,31382
22053,2017,31491
22053,2018,31582
22055,2014,235650
22055,2015,239281
22055,2016,241209
22055,2017,241534
22055,2018,242782
22057,2014,97906
22057,2015,98323
22057,2016,98522
22057,2017,98202
22057,2018,98115
22059,2014,14876
22059,2015,14985
22059,2016,15036
22059,2017,14929
22059,2018,14917
22061,2014,47199
22061,2015,47437
22061,2016,47484
22061,2017,47465
22061,2018,47196
22063,2014,135517
22063,2015,137463
22063,2016,139970
22063,2017,138038
22063,2018,139567
22065,2014,11819
22065,2015,11552
22065,2016,11484
22065,2017,11343
22065,2018,11161
22067,2014,26655
22067,2015,26309
22067,2016,25910
22067,2017,25687
22067,2018,25398
22069,2014,39117
22069,2015,38996
22069,2016,39005
22069,2017,39038
22069,2018,38659
22071,2014,383930
22071,2015,389791
22071,2016,391977
22071,2017,391538
22071,2018,391006
22073,2014,156351
22073,2015,156877
22073,2016,156917
22073,2017,155757
22073,2018,154475
22075,2014,23312
22075,2015,23443
22075,2016,23331
22075,2017,23367
22075,2018,23410
22077,2014,22309
22077,2015,22207
22077,2016,22124
22077,2017,22212
22077,2018,21940
22079,2014,132207
22079,2015,131801
22079,2016,131878
22079,2017,131282
22079,2018,130562
22081,2014,8760
22081,2015,8714
22081,2016,8621
22081,2017,8519
22081,2018,8477
22083,2014,20763
22083,2015,20551
22083,2016,20451
22083,2017,20415
22083,2018,20192
22085,2014,24118
22085,2015,24215
22085,2016,24068
22085,2017,24009
22085,2018,24032
22087,2014,44441
22087,2015,45425
22087,2016,45775
22087,2017,46108
22087,2018,46721
22089,2014,52679
22089,2015,52583
22089,2016,52806
22089,2017,52673
22089,2018,52879
22091,2014,10524
22091,2015,10469
22091,2016,10413
22091,2017,10385
22091,2018,10262
22093,2014,21516
22093,2015,21480
22093,2016,21427
22093,2017,21324
22093,2018,21037
22095,2014,43723
22095,2015,43542
22095,2016,43440
22095,2017,43339
22095,2018,43184
22097,2014,83674
22097,2015,83628
22097,2016,83731
22097,2017,83447
22097,2018,82764
22099,2014,53299
22099,2015,53883
22099,2016,53838
22099,2017,54121
22099,2018,53621
22101,2014,53283
22101,2015,52881
22101,2016,52059
22101,2017,50672
22101,2018,49774
22103,2014,245232
22103,2015,248913
22103,2016,252389
22103,2017,255820
22103,2018,258111
22105,2014,127022
22105,2015,128740
22105,2016,130657
22105,2017,132322
22105,2018,133777
22107,2014,4853
22107,2015,4773
22107,2016,4657
22107,2017,4583
22107,2018,4462
22109,2014,113470
22109,2015,113796
22109,2016,112957
22109,2017,111691
22109,2018,111021
22111,2014,22561
22111,2015,22492
22111,2016,22536
22111,2017,22454
22111,2018,22330
22113,2014,59545
22113,2015,59931
22113,2016,60093
22113,2017,59937
22113,2018,59830
22115,2014,52793
22115,2015,51415
22115,2016,51449
22115,2017,50519
22115,2018,48860
22117,2014,46324
22117,2015,46368
22117,2016,46403
22117,2017,46609
22117,2018,46582
22119,2014,40282
22119,2015,40055
22119,2016,39748
22119,2017,39274
22119,2018,38798
22121,2014,25199
22121,2015,25559
22121,2016,25906
22121,2017,26207
22121,2018,26427
22123,2014,11526
22123,2015,11286
22123,2016,11129
22123,2017,10975
22123,2018,10982
22125,2014,15376
22125,2015,15366
22125,2016,15304
22125,2017,15377
22125,2018,15460
22127,2014,14820
22127,2015,14645
22127,2016,14535
22127,2017,14335
22127,2018,14134
23001,2014,107415
23001,2015,107155
23001,2016,107404
23001,2017,107569
23001,2018,107679
23003,2014,69553
23003,2015,68855
23003,2016,68233
23003,2017,67595
23003,2018,67111
23005,2014,288137
23005,2015,289544
23005,2016,291138
23005,2017,292344
23005,2018,293557
23007,2014,30243
23007,2015,30057
23007,2016,30046
23007,2017,29852
23007,2018,29897
23009,2014,54502
23009,2015,54245
23009,2016,54550
23009,2017,54597
23009,2018,54811
23011,2014,121236
23011,2015,121005
23011,2016,121470
23011,2017,121929
23011,2018,122083
23013,2014,39894
23013,2015,39794
23013,2016,39788
23013,2017,39869
23013,2018,39771
23015,2014,34048
23015,2015,33784
23015,2016,33973
23015,2017,34190
23015,2018,34342
23017,2014,57271
23017,2015,57110
23017,2016,57198
23017,2017,57430
23017,2018,57618
23019,2014,153224
23019,2015,151949
23019,2016,151282
23019,2017,151190
23019,2018,151096
23021,2014,17033
23021,2015,16924
23021,2016,16876
23021,2017,16801
23021,2018,16800
23023,2014,35075
23023,2015,35115
23023,2016,35140
23023,2017,35423
23023,2018,35634
23025,2014,51241
23025,2015,50733
23025,2016,50564
23025,2017,50421
23025,2018,50592
23027,2014,39036
23027,2015,39126
23027,2016,39436
23027,2017,39800
23027,2018,39694
23029,2014,32012
23029,2015,31821
23029,2016,31609
23029,2017,31540
23029,2018,31490
23031,2014,200840
23031,2015,201267
23031,2016,202663
23031,2017,204513
23031,2018,206229
24001,2014,73007
24001,2015,72462
24001,2016,72055
24001,2017,71386
24001,2018,70975
24003,2014,559691
24003,2015,563502
24003,2016,567665
24003,2017,571592
24003,2018,576031
24005,2014,825006
24005,2015,827471
24005,2016,828616
24005,2017,828603
24005,2018,828431
24009,2014,90545
24009,2015,90468
24009,2016,91028
24009,2017,91365
24009,2018,92003
24011,2014,32535
24011,2015,32591
24011,2016,32836
24011,2017,33108
24011,2018,33304
24013,2014,167317
24013,2015,167133
24013,2016,167110
24013,2017,167620
24013,2018,168429
24015,2014,102201
24015,2015,102418
24015,2016,102567
24015,2017,102573
24015,2018,102826
24017,2014,154373
24017,2015,155692
24017,2016,157336
24017,2017,159451
24017,2018,161503
24019,2014,32495
24019,2015,32404
24019,2016,32261
24019,2017,32145
24019,2018,31998
24021,2014,243417
24021,2015,245114
24021,2016,247224
24021,2017,250959
24021,2018,255648
24023,2014,29649
24023,2015,29435
24023,2016,29371
24023,2017,29261
24023,2018,29163
24025,2014,249330
24025,2015,249589
24025,2016,250361
24025,2017,251890
24025,2018,253956
24027,2014,306998
24027,2015,311449
24027,2016,315619
24027,2017,319374
24027,2018,323196
24029,2014,19771
24029,2015,19713
24029,2016,19662
24029,2017,19437
24029,2018,19383
24031,2014,1025617
24031,2015,1033994
24031,2016,1040245
24031,2017,1048244
24031,2018,1052567
24033,2014,899223
24033,2015,905737
24033,2016,907939
24033,2017,908801
24033,2018,909308
24035,2014,48793
24035,2015,48991
24035,2016,49074
24035,2017,49667
24035,2018,50251
24037,2014,109926
24037,2015,110965
24037,2016,111689
24037,2017,112413
24037,2018,112664
24039,2014,25577
24039,2015,25684
24039,2016,25837
24039,2017,25913
24039,2018,25675
24041,2014,37529
24041,2015,37414
24041,2016,37123
24041,2017,37020
24041,2018,36968
24043,2014,149060
24043,2015,149116
24043,2016,149665
24043,2017,150288
24043,2018,150926
24045,2014,101368
24045,2015,101800
24045,2016,102136
24045,2017,102363
24045,2018,103195
24047,2014,51572
24047,2015,51425
24047,2016,51424
24047,2017,51577
24047,2018,51823
24510,2014,623165
24510,2015,622150
24510,2016,615849
24510,2017,609841
24510,2018,602495
25001,2014,214299
25001,2015,213811
25001,2016,213446
25001,2017,213482
25001,2018,213413
25003,2014,128845
25003,2015,127857
25003,2016,127106
25003,2017,126485
25003,2018,126348
25005,2014,555206
25005,2015,556878
25005,2016,557848
25005,2017,560571
25005,2018,564022
25007,2014,17299
25007,2015,17275
25007,2016,17316
25007,2017,17321
25007,2018,17352
25009,2014,771778
25009,2015,777175
25009,2016,780367
25009,2017,785160
25009,2018,790638
25011,2014,71295
25011,2015,70902
25011,2016,70728
25011,2017,70787
25011,2018,70963
25013,2014,469507
25013,2015,469230
25013,2016,468168
25013,2017,468268
25013,2018,470406
25015,2014,160924
25015,2015,160768
25015,2016,161510
25015,2017,161238
25015,2018,161355
25017,2014,1575237
25017,2015,1585775
25017,2016,1595238
25017,2017,1604994
25017,2018,1614714
25019,2014,10839
25019,2015,10945
25019,2016,11124
25019,2017,11270
25019,2018,11327
25021,2014,692399
25021,2015,694787
25021,2016,697353
25021,2017,701317
25021,2018,705388
25023,2014,506565
25023,2015,509146
25023,2016,511865
25023,2017,514969
25023,2018,518132
25025,2014,773839
25025,2015,782962
25025,2016,793322
25025,2017,801455
25025,2018,807252
25027,2014,815620
25027,2015,818380
